index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price,departure,duration_mins,arrival
4790,Vistara,21-05-2019,Banglore,Delhi,19:30,2h 45m,non-stop,No info,4878,21-05-2019 19:30,165,21-05-2019 22:15
4791,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,27h 35m,1 stop,In-flight meal not included,8586,21-05-2019 06:30,1655,22-05-2019 10:05
4792,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,26h 35m,1 stop,In-flight meal not included,10844,21-05-2019 20:00,1595,22-05-2019 22:35
4793,Air India,21-05-2019,Kolkata,Banglore,09:25,20h 10m,2 stops,No info,11432,21-05-2019 09:25,1210,22-05-2019 05:35
4794,Jet Airways,21-05-2019,Delhi,Cochin,02:15,10h 20m,1 stop,In-flight meal not included,12898,21-05-2019 02:15,620,21-05-2019 12:35
4795,SpiceJet,21-05-2019,Mumbai,Hyderabad,05:45,1h 30m,non-stop,No info,2017,21-05-2019 05:45,90,21-05-2019 07:15
4796,IndiGo,21-05-2019,Delhi,Cochin,09:15,16h 15m,1 stop,No info,7318,21-05-2019 09:15,975,22-05-2019 01:30
4797,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,9h 50m,1 stop,In-flight meal not included,10844,21-05-2019 06:30,590,21-05-2019 16:20
4798,Air India,21-05-2019,Delhi,Cochin,12:30,20h 55m,1 stop,No info,7480,21-05-2019 12:30,1255,22-05-2019 09:25
4799,IndiGo,21-05-2019,Mumbai,Hyderabad,20:05,1h 35m,non-stop,No info,2227,21-05-2019 20:05,95,21-05-2019 21:40
4800,Air India,21-05-2019,Banglore,Delhi,05:45,3h,non-stop,No info,6961,21-05-2019 05:45,180,21-05-2019 08:45
4801,IndiGo,21-05-2019,Delhi,Cochin,11:55,13h,1 stop,No info,6282,21-05-2019 11:55,780,22-05-2019 00:55
4802,Jet Airways,21-05-2019,Delhi,Cochin,10:00,18h 25m,1 stop,In-flight meal not included,12898,21-05-2019 10:00,1105,22-05-2019 04:25
4803,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,11h 25m,1 stop,No info,14781,21-05-2019 08:25,685,21-05-2019 19:50
4804,Multiple carriers,21-05-2019,Delhi,Cochin,17:30,8h,1 stop,No info,14067,21-05-2019 17:30,480,22-05-2019 01:30
4805,Multiple carriers,21-05-2019,Delhi,Cochin,09:00,10h,1 stop,No info,10197,21-05-2019 09:00,600,21-05-2019 19:00
4806,Jet Airways,21-05-2019,Delhi,Cochin,20:00,8h 25m,2 stops,In-flight meal not included,15318,21-05-2019 20:00,505,22-05-2019 04:25
4807,Air India,21-05-2019,Delhi,Cochin,05:55,37h 20m,2 stops,No info,10493,21-05-2019 05:55,2240,22-05-2019 19:15
4808,Jet Airways,21-05-2019,Delhi,Cochin,23:05,29h 20m,2 stops,No info,15129,21-05-2019 23:05,1760,23-05-2019 04:25
4809,Multiple carriers,21-05-2019,Delhi,Cochin,08:00,11h 15m,1 stop,No info,15058,21-05-2019 08:00,675,21-05-2019 19:15
4810,Multiple carriers,21-05-2019,Delhi,Cochin,07:30,11h 30m,1 stop,No info,9794,21-05-2019 07:30,690,21-05-2019 19:00
4811,Jet Airways,21-05-2019,Delhi,Cochin,05:30,7h 5m,2 stops,In-flight meal not included,15544,21-05-2019 05:30,425,21-05-2019 12:35
4812,Multiple carriers,21-05-2019,Delhi,Cochin,18:00,7h 30m,1 stop,No info,7888,21-05-2019 18:00,450,22-05-2019 01:30
4813,Air India,21-05-2019,Delhi,Cochin,13:05,20h 20m,2 stops,No info,10467,21-05-2019 13:05,1220,22-05-2019 09:25
4814,Jet Airways,21-05-2019,Kolkata,Banglore,17:00,16h 45m,1 stop,No info,13067,21-05-2019 17:00,1005,22-05-2019 09:45
4815,Multiple carriers,21-05-2019,Delhi,Cochin,08:00,13h,1 stop,No info,14277,21-05-2019 08:00,780,21-05-2019 21:00
4816,Jet Airways,21-05-2019,Kolkata,Banglore,20:25,13h 20m,1 stop,In-flight meal not included,12384,21-05-2019 20:25,800,22-05-2019 09:45
4817,Vistara,21-05-2019,Kolkata,Banglore,17:00,25h 50m,1 stop,No info,9345,21-05-2019 17:00,1550,22-05-2019 18:50
4818,Air India,21-05-2019,Kolkata,Banglore,09:25,20h 10m,2 stops,No info,11432,21-05-2019 09:25,1210,22-05-2019 05:35
4819,Jet Airways,21-05-2019,Banglore,Delhi,15:50,2h 55m,non-stop,No info,7229,21-05-2019 15:50,175,21-05-2019 18:45
4820,Jet Airways,21-05-2019,Delhi,Cochin,20:55,22h 5m,1 stop,In-flight meal not included,12898,21-05-2019 20:55,1325,22-05-2019 19:00
4821,Jet Airways,21-05-2019,Kolkata,Banglore,09:35,9h 35m,1 stop,No info,13067,21-05-2019 09:35,575,21-05-2019 19:10
4822,IndiGo,21-05-2019,Banglore,Delhi,21:15,3h,non-stop,No info,3943,21-05-2019 21:15,180,22-05-2019 00:15
4823,Jet Airways,21-05-2019,Delhi,Cochin,14:00,22h 35m,1 stop,In-flight meal not included,12898,21-05-2019 14:00,1355,22-05-2019 12:35
4824,Vistara,21-05-2019,Kolkata,Banglore,20:20,26h 20m,1 stop,No info,8452,21-05-2019 20:20,1580,22-05-2019 22:40
4825,Jet Airways,21-05-2019,Delhi,Cochin,07:05,11h 55m,1 stop,No info,16289,21-05-2019 07:05,715,21-05-2019 19:00
4826,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,5h 45m,1 stop,In-flight meal not included,10844,21-05-2019 14:05,345,21-05-2019 19:50
4827,Jet Airways,21-05-2019,Kolkata,Banglore,10:20,7h 15m,1 stop,No info,8355,21-05-2019 10:20,435,21-05-2019 17:35
4828,Multiple carriers,21-05-2019,Delhi,Cochin,11:40,13h 50m,1 stop,No info,7485,21-05-2019 11:40,830,22-05-2019 01:30
4829,IndiGo,21-05-2019,Kolkata,Banglore,22:15,2h 35m,non-stop,No info,4804,21-05-2019 22:15,155,22-05-2019 00:50
4830,Multiple carriers,21-05-2019,Delhi,Cochin,07:10,11h,1 stop,No info,7038,21-05-2019 07:10,660,21-05-2019 18:10
4831,IndiGo,21-05-2019,Kolkata,Banglore,15:30,2h 35m,non-stop,No info,4804,21-05-2019 15:30,155,21-05-2019 18:05
4832,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,5h 30m,1 stop,No info,14388,21-05-2019 06:30,330,21-05-2019 12:00
4833,Jet Airways,21-05-2019,Banglore,Delhi,17:45,3h,non-stop,In-flight meal not included,4030,21-05-2019 17:45,180,21-05-2019 20:45
4834,IndiGo,21-05-2019,Delhi,Cochin,07:30,13h 30m,1 stop,No info,7006,21-05-2019 07:30,810,21-05-2019 21:00
4835,Jet Airways,21-05-2019,Delhi,Cochin,05:30,7h 5m,2 stops,No info,16274,21-05-2019 05:30,425,21-05-2019 12:35
4836,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,12h 10m,1 stop,No info,14781,21-05-2019 21:10,730,22-05-2019 09:20
4837,IndiGo,21-05-2019,Kolkata,Banglore,16:35,5h 40m,1 stop,No info,5268,21-05-2019 16:35,340,21-05-2019 22:15
4838,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,25h 45m,1 stop,No info,13941,21-05-2019 06:30,1545,22-05-2019 08:15
4839,Jet Airways,21-05-2019,Kolkata,Banglore,09:35,12h 30m,1 stop,No info,13067,21-05-2019 09:35,750,21-05-2019 22:05
4840,Vistara,21-05-2019,Kolkata,Banglore,20:20,24h,1 stop,No info,9345,21-05-2019 20:20,1440,22-05-2019 20:20
4841,Jet Airways,21-05-2019,Delhi,Cochin,10:00,9h,1 stop,No info,16079,21-05-2019 10:00,540,21-05-2019 19:00
4842,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,22h 40m,1 stop,In-flight meal not included,10844,21-05-2019 21:10,1360,22-05-2019 19:50
4843,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,23h 50m,1 stop,In-flight meal not included,8586,21-05-2019 08:25,1430,22-05-2019 08:15
4844,Multiple carriers,21-05-2019,Delhi,Cochin,06:00,6h 35m,1 stop,No info,9794,21-05-2019 06:00,395,21-05-2019 12:35
4845,Air India,21-05-2019,Kolkata,Banglore,16:50,12h 45m,2 stops,No info,12324,21-05-2019 16:50,765,22-05-2019 05:35
4846,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,27h 35m,1 stop,In-flight meal not included,10844,21-05-2019 20:00,1655,22-05-2019 23:35
4847,Multiple carriers,21-05-2019,Delhi,Cochin,13:05,11h 50m,1 stop,No info,9486,21-05-2019 13:05,710,22-05-2019 00:55
4848,IndiGo,21-05-2019,Mumbai,Hyderabad,19:05,1h 30m,non-stop,No info,2754,21-05-2019 19:05,90,21-05-2019 20:35
4849,Multiple carriers,21-05-2019,Delhi,Cochin,19:00,6h 30m,1 stop,No info,7888,21-05-2019 19:00,390,22-05-2019 01:30
4850,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,25h 25m,1 stop,In-flight meal not included,10844,21-05-2019 21:10,1525,22-05-2019 22:35
4851,Multiple carriers,21-05-2019,Delhi,Cochin,08:45,10h 15m,1 stop,No info,9794,21-05-2019 08:45,615,21-05-2019 19:00
4852,SpiceJet,21-05-2019,Banglore,Delhi,09:30,2h 50m,non-stop,No info,3625,21-05-2019 09:30,170,21-05-2019 12:20
4853,Multiple carriers,21-05-2019,Delhi,Cochin,04:55,14h 20m,1 stop,No info,7575,21-05-2019 04:55,860,21-05-2019 19:15
4854,Air India,21-05-2019,Delhi,Cochin,05:55,13h 20m,2 stops,No info,10861,21-05-2019 05:55,800,21-05-2019 19:15
4855,Multiple carriers,21-05-2019,Delhi,Cochin,16:00,9h 30m,1 stop,No info,14067,21-05-2019 16:00,570,22-05-2019 01:30
4856,IndiGo,21-05-2019,Delhi,Cochin,05:35,3h 15m,non-stop,No info,5601,21-05-2019 05:35,195,21-05-2019 08:50
4857,Multiple carriers,21-05-2019,Delhi,Cochin,13:00,8h,1 stop,No info,7888,21-05-2019 13:00,480,21-05-2019 21:00
4858,Vistara,21-05-2019,Chennai,Kolkata,07:05,2h 15m,non-stop,No info,3687,21-05-2019 07:05,135,21-05-2019 09:20
4859,Air India,21-05-2019,Kolkata,Banglore,12:00,19h 55m,2 stops,No info,10676,21-05-2019 12:00,1195,22-05-2019 07:55
4860,Jet Airways,21-05-2019,Delhi,Cochin,16:00,27h,1 stop,In-flight meal not included,12898,21-05-2019 16:00,1620,22-05-2019 19:00
4861,Jet Airways,21-05-2019,Kolkata,Banglore,09:35,9h 35m,1 stop,In-flight meal not included,12384,21-05-2019 09:35,575,21-05-2019 19:10
4862,Air India,21-05-2019,Kolkata,Banglore,16:50,12h 45m,2 stops,No info,12324,21-05-2019 16:50,765,22-05-2019 05:35
4863,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,24h 55m,2 stops,In-flight meal not included,10118,21-05-2019 06:30,1495,22-05-2019 07:25
4864,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,8h 30m,1 stop,In-flight meal not included,10844,21-05-2019 14:05,510,21-05-2019 22:35
4865,SpiceJet,21-05-2019,Banglore,Delhi,05:55,2h 40m,non-stop,No info,3311,21-05-2019 05:55,160,21-05-2019 08:35
4866,Jet Airways,21-05-2019,Kolkata,Banglore,17:00,28h 5m,1 stop,No info,14151,21-05-2019 17:00,1685,22-05-2019 21:05
4867,Air Asia,21-05-2019,Delhi,Cochin,16:45,14h 25m,1 stop,No info,8327,21-05-2019 16:45,865,22-05-2019 07:10
4868,Air Asia,21-05-2019,Banglore,Delhi,11:10,2h 45m,non-stop,No info,3383,21-05-2019 11:10,165,21-05-2019 13:55
4869,SpiceJet,21-05-2019,Kolkata,Banglore,22:20,2h 20m,non-stop,No info,3873,21-05-2019 22:20,140,22-05-2019 00:40
4870,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,12h 15m,1 stop,In-flight meal not included,10844,21-05-2019 20:00,735,22-05-2019 08:15
4871,Air India,21-05-2019,Kolkata,Banglore,05:50,17h 25m,2 stops,No info,13143,21-05-2019 05:50,1045,21-05-2019 23:15
4872,Multiple carriers,21-05-2019,Delhi,Cochin,09:15,10h,1 stop,No info,8099,21-05-2019 09:15,600,21-05-2019 19:15
4873,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,13h 20m,1 stop,No info,14781,21-05-2019 06:30,800,21-05-2019 19:50
4874,Jet Airways,21-05-2019,Banglore,Delhi,17:45,3h,non-stop,No info,7229,21-05-2019 17:45,180,21-05-2019 20:45
4875,Jet Airways,21-05-2019,Delhi,Cochin,18:15,24h 45m,1 stop,In-flight meal not included,12898,21-05-2019 18:15,1485,22-05-2019 19:00
4876,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,26h 50m,1 stop,In-flight meal not included,9663,21-05-2019 06:30,1610,22-05-2019 09:20
4877,Jet Airways,21-05-2019,Delhi,Cochin,21:50,21h 10m,1 stop,In-flight meal not included,12898,21-05-2019 21:50,1270,22-05-2019 19:00
4878,Jet Airways,21-05-2019,Delhi,Cochin,20:55,22h 5m,1 stop,No info,16079,21-05-2019 20:55,1325,22-05-2019 19:00
4879,Air India,21-05-2019,Delhi,Cochin,20:40,12h 45m,1 stop,No info,7480,21-05-2019 20:40,765,22-05-2019 09:25
4880,Multiple carriers,21-05-2019,Delhi,Cochin,15:00,10h 30m,1 stop,No info,14067,21-05-2019 15:00,630,22-05-2019 01:30
4881,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,7h 30m,1 stop,No info,13941,21-05-2019 21:10,450,22-05-2019 04:40
4882,Multiple carriers,21-05-2019,Delhi,Cochin,07:05,13h 55m,1 stop,In-flight meal not included,9930,21-05-2019 07:05,835,21-05-2019 21:00
4883,Jet Airways,21-05-2019,Delhi,Cochin,19:45,23h 15m,1 stop,No info,16079,21-05-2019 19:45,1395,22-05-2019 19:00
4884,Jet Airways,21-05-2019,Kolkata,Banglore,17:00,6h 35m,1 stop,No info,14151,21-05-2019 17:00,395,21-05-2019 23:35
4885,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,20h 20m,1 stop,In-flight meal not included,10844,21-05-2019 20:00,1220,22-05-2019 16:20
4886,IndiGo,21-05-2019,Delhi,Cochin,16:10,8h 45m,1 stop,No info,6778,21-05-2019 16:10,525,22-05-2019 00:55
4887,Jet Airways,21-05-2019,Delhi,Cochin,02:15,26h 10m,1 stop,In-flight meal not included,12898,21-05-2019 02:15,1570,22-05-2019 04:25
4888,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,8h 30m,1 stop,No info,14781,21-05-2019 14:05,510,21-05-2019 22:35
4889,Jet Airways,21-05-2019,Delhi,Cochin,22:50,20h 10m,1 stop,No info,16079,21-05-2019 22:50,1210,22-05-2019 19:00
4890,Multiple carriers,21-05-2019,Delhi,Cochin,02:15,9h 35m,1 stop,No info,14067,21-05-2019 02:15,575,21-05-2019 11:50
4891,Air India,21-05-2019,Delhi,Cochin,17:15,14h 25m,2 stops,No info,13039,21-05-2019 17:15,865,22-05-2019 07:40
4892,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,5h 45m,1 stop,No info,14781,21-05-2019 14:05,345,21-05-2019 19:50
4893,SpiceJet,21-05-2019,Mumbai,Hyderabad,22:45,1h 30m,non-stop,No check-in baggage included,1965,21-05-2019 22:45,90,22-05-2019 00:15
4894,Jet Airways,21-05-2019,Delhi,Cochin,09:40,18h 45m,2 stops,In-flight meal not included,13029,21-05-2019 09:40,1125,22-05-2019 04:25
4895,IndiGo,21-05-2019,Delhi,Cochin,20:25,5h 5m,1 stop,No info,5054,21-05-2019 20:25,305,22-05-2019 01:30
4896,Air Asia,21-05-2019,Kolkata,Banglore,19:55,2h 30m,non-stop,No info,4107,21-05-2019 19:55,150,21-05-2019 22:25
4897,IndiGo,21-05-2019,Kolkata,Banglore,21:25,2h 40m,non-stop,No info,4804,21-05-2019 21:25,160,22-05-2019 00:05
4898,Jet Airways,21-05-2019,Delhi,Cochin,09:35,27h,2 stops,No info,13559,21-05-2019 09:35,1620,22-05-2019 12:35
4899,Jet Airways,21-05-2019,Kolkata,Banglore,20:00,12h 15m,1 stop,No info,14781,21-05-2019 20:00,735,22-05-2019 08:15
4900,Air India,21-05-2019,Delhi,Cochin,05:10,2h 50m,non-stop,No info,6094,21-05-2019 05:10,170,21-05-2019 08:00
4901,Jet Airways,21-05-2019,Kolkata,Banglore,09:35,28h 50m,1 stop,No info,11467,21-05-2019 09:35,1730,22-05-2019 14:25
4902,Air India,21-05-2019,Banglore,Delhi,10:00,2h 45m,non-stop,No info,6961,21-05-2019 10:00,165,21-05-2019 12:45
4903,Jet Airways,21-05-2019,Delhi,Cochin,19:45,16h 50m,1 stop,In-flight meal not included,12898,21-05-2019 19:45,1010,22-05-2019 12:35
4904,Jet Airways,21-05-2019,Banglore,Delhi,11:10,2h 55m,non-stop,In-flight meal not included,4030,21-05-2019 11:10,175,21-05-2019 14:05
4905,Jet Airways,21-05-2019,Delhi,Cochin,19:30,17h 5m,2 stops,In-flight meal not included,13029,21-05-2019 19:30,1025,22-05-2019 12:35
4906,Air India,21-05-2019,Delhi,Cochin,09:30,13h 30m,1 stop,No info,8907,21-05-2019 09:30,810,21-05-2019 23:00
4907,IndiGo,21-05-2019,Delhi,Cochin,21:50,5h 45m,1 stop,No info,7189,21-05-2019 21:50,345,22-05-2019 03:35
4908,IndiGo,21-05-2019,Delhi,Cochin,07:35,4h 35m,1 stop,No info,5054,21-05-2019 07:35,275,21-05-2019 12:10
4909,Jet Airways,21-05-2019,Delhi,Cochin,17:30,25h 30m,1 stop,In-flight meal not included,12898,21-05-2019 17:30,1530,22-05-2019 19:00
4910,Multiple carriers,21-05-2019,Delhi,Cochin,10:00,15h 30m,1 stop,No info,14067,21-05-2019 10:00,930,22-05-2019 01:30
4911,SpiceJet,21-05-2019,Delhi,Cochin,06:05,5h 15m,1 stop,No info,6297,21-05-2019 06:05,315,21-05-2019 11:20
4912,Air India,21-05-2019,Banglore,Delhi,17:00,2h 50m,non-stop,No info,6961,21-05-2019 17:00,170,21-05-2019 19:50
4913,Air Asia,21-05-2019,Banglore,Delhi,23:55,2h 50m,non-stop,No info,3383,21-05-2019 23:55,170,22-05-2019 02:45
4914,Air India,21-05-2019,Mumbai,Hyderabad,15:00,1h 25m,non-stop,No info,3100,21-05-2019 15:00,85,21-05-2019 16:25
4915,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,9h 30m,1 stop,No info,14781,21-05-2019 14:05,570,21-05-2019 23:35
4916,Air India,21-05-2019,Kolkata,Banglore,09:25,12h 25m,1 stop,No info,8366,21-05-2019 09:25,745,21-05-2019 21:50
4917,Jet Airways,21-05-2019,Delhi,Cochin,05:30,22h 55m,2 stops,No info,15129,21-05-2019 05:30,1375,22-05-2019 04:25
4918,Air India,21-05-2019,Delhi,Cochin,20:15,23h,2 stops,No info,13381,21-05-2019 20:15,1380,22-05-2019 19:15
4919,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,11h 25m,1 stop,In-flight meal not included,10844,21-05-2019 08:25,685,21-05-2019 19:50
4920,Jet Airways,21-05-2019,Mumbai,Hyderabad,07:05,1h 25m,non-stop,In-flight meal not included,4995,21-05-2019 07:05,85,21-05-2019 08:30
4921,IndiGo,21-05-2019,Mumbai,Hyderabad,16:55,1h 30m,non-stop,No info,3175,21-05-2019 16:55,90,21-05-2019 18:25
4922,Air India,21-05-2019,Delhi,Cochin,22:00,21h 15m,2 stops,No info,10231,21-05-2019 22:00,1275,22-05-2019 19:15
4923,IndiGo,21-05-2019,Kolkata,Banglore,14:25,2h 30m,non-stop,No info,5224,21-05-2019 14:25,150,21-05-2019 16:55
4924,Multiple carriers,21-05-2019,Delhi,Cochin,10:00,11h,1 stop,No info,7888,21-05-2019 10:00,660,21-05-2019 21:00
4925,Jet Airways,21-05-2019,Delhi,Cochin,07:05,11h 55m,1 stop,In-flight meal not included,12239,21-05-2019 07:05,715,21-05-2019 19:00
4926,Jet Airways,21-05-2019,Kolkata,Banglore,18:55,24h 55m,1 stop,In-flight meal not included,10844,21-05-2019 18:55,1495,22-05-2019 19:50
4927,IndiGo,21-05-2019,Mumbai,Hyderabad,09:10,1h 30m,non-stop,No info,4049,21-05-2019 09:10,90,21-05-2019 10:40
4928,Jet Airways,21-05-2019,Kolkata,Banglore,20:25,13h 20m,1 stop,No info,13067,21-05-2019 20:25,800,22-05-2019 09:45
4929,Jet Airways,21-05-2019,Mumbai,Hyderabad,10:20,1h 30m,non-stop,In-flight meal not included,4995,21-05-2019 10:20,90,21-05-2019 11:50
4930,Jet Airways,21-05-2019,Delhi,Cochin,07:05,21h 20m,1 stop,In-flight meal not included,12898,21-05-2019 07:05,1280,22-05-2019 04:25
4931,SpiceJet,21-05-2019,Banglore,Delhi,21:10,2h 55m,non-stop,No info,3625,21-05-2019 21:10,175,22-05-2019 00:05
4932,IndiGo,21-05-2019,Banglore,Delhi,20:00,2h 50m,non-stop,No info,4823,21-05-2019 20:00,170,21-05-2019 22:50
4933,Air India,21-05-2019,Kolkata,Banglore,08:20,23h 35m,2 stops,No info,11222,21-05-2019 08:20,1415,22-05-2019 07:55
4934,Vistara,21-05-2019,Kolkata,Banglore,20:20,12h 45m,1 stop,No info,8452,21-05-2019 20:20,765,22-05-2019 09:05
4935,Jet Airways,21-05-2019,Delhi,Cochin,19:45,8h 40m,1 stop,No info,16079,21-05-2019 19:45,520,22-05-2019 04:25
4936,IndiGo,21-05-2019,Banglore,Delhi,18:25,2h 55m,non-stop,No info,4823,21-05-2019 18:25,175,21-05-2019 21:20
4937,SpiceJet,21-05-2019,Mumbai,Hyderabad,13:15,1h 30m,non-stop,No check-in baggage included,1965,21-05-2019 13:15,90,21-05-2019 14:45
4938,Air Asia,21-05-2019,Kolkata,Banglore,09:45,2h 30m,non-stop,No info,4409,21-05-2019 09:45,150,21-05-2019 12:15
4939,SpiceJet,21-05-2019,Chennai,Kolkata,17:45,2h 20m,non-stop,No info,3597,21-05-2019 17:45,140,21-05-2019 20:05
4940,Multiple carriers,21-05-2019,Delhi,Cochin,09:00,12h,1 stop,No info,7888,21-05-2019 09:00,720,21-05-2019 21:00
4941,Jet Airways,21-05-2019,Banglore,Delhi,18:55,3h 5m,non-stop,No info,7229,21-05-2019 18:55,185,21-05-2019 22:00
4942,IndiGo,21-05-2019,Mumbai,Hyderabad,21:20,1h 30m,non-stop,No info,2227,21-05-2019 21:20,90,21-05-2019 22:50
4943,Jet Airways,21-05-2019,Kolkata,Banglore,20:25,24h 40m,1 stop,No info,14151,21-05-2019 20:25,1480,22-05-2019 21:05
4944,SpiceJet,21-05-2019,Chennai,Kolkata,08:20,2h 15m,non-stop,No info,3597,21-05-2019 08:20,135,21-05-2019 10:35
4945,SpiceJet,21-05-2019,Chennai,Kolkata,09:45,2h 15m,non-stop,No check-in baggage included,3543,21-05-2019 09:45,135,21-05-2019 12:00
4946,Jet Airways,21-05-2019,Delhi,Cochin,19:30,8h 55m,2 stops,In-flight meal not included,13029,21-05-2019 19:30,535,22-05-2019 04:25
4947,Air India,21-05-2019,Kolkata,Banglore,14:30,18h 25m,2 stops,No info,15107,21-05-2019 14:30,1105,22-05-2019 08:55
4948,Multiple carriers,21-05-2019,Delhi,Cochin,11:40,7h 35m,1 stop,No info,8266,21-05-2019 11:40,455,21-05-2019 19:15
4949,Jet Airways,21-05-2019,Delhi,Cochin,08:00,11h,1 stop,No info,16289,21-05-2019 08:00,660,21-05-2019 19:00
4950,Jet Airways,21-05-2019,Kolkata,Banglore,21:10,7h 30m,1 stop,In-flight meal not included,8586,21-05-2019 21:10,450,22-05-2019 04:40
4951,Jet Airways,21-05-2019,Kolkata,Banglore,14:05,6h 40m,1 stop,In-flight meal not included,10844,21-05-2019 14:05,400,21-05-2019 20:45
4952,Multiple carriers,21-05-2019,Delhi,Cochin,10:20,10h 40m,1 stop,No info,7485,21-05-2019 10:20,640,21-05-2019 21:00
4953,Jet Airways,21-05-2019,Delhi,Cochin,19:45,8h 40m,1 stop,In-flight meal not included,12898,21-05-2019 19:45,520,22-05-2019 04:25
4954,Air India,21-05-2019,Kolkata,Banglore,10:00,10h 25m,1 stop,No info,11096,21-05-2019 10:00,625,21-05-2019 20:25
4955,Air Asia,21-05-2019,Delhi,Cochin,07:55,14h 35m,1 stop,No info,6152,21-05-2019 07:55,875,21-05-2019 22:30
4956,Air India,21-05-2019,Kolkata,Banglore,10:00,19h 25m,2 stops,No info,13899,21-05-2019 10:00,1165,22-05-2019 05:25
4957,Multiple carriers,21-05-2019,Delhi,Cochin,12:50,12h 40m,1 stop,No info,7485,21-05-2019 12:50,760,22-05-2019 01:30
4958,IndiGo,21-05-2019,Banglore,Delhi,10:10,2h 50m,non-stop,No info,3943,21-05-2019 10:10,170,21-05-2019 13:00
4959,Vistara,21-05-2019,Kolkata,Banglore,07:10,15h 30m,1 stop,No info,8452,21-05-2019 07:10,930,21-05-2019 22:40
4960,Air India,21-05-2019,Banglore,Delhi,21:05,2h 50m,non-stop,No info,5228,21-05-2019 21:05,170,21-05-2019 23:55
4961,Jet Airways,21-05-2019,Kolkata,Banglore,09:35,11h 30m,1 stop,No info,14151,21-05-2019 09:35,690,21-05-2019 21:05
4962,Jet Airways,21-05-2019,Kolkata,Banglore,08:25,9h 50m,1 stop,In-flight meal not included,10844,21-05-2019 08:25,590,21-05-2019 18:15
4963,Jet Airways,21-05-2019,Kolkata,Banglore,18:55,9h 45m,1 stop,In-flight meal not included,9663,21-05-2019 18:55,585,22-05-2019 04:40
4964,Air Asia,21-05-2019,Kolkata,Banglore,22:50,2h 30m,non-stop,No info,4107,21-05-2019 22:50,150,22-05-2019 01:20
4965,SpiceJet,21-05-2019,Kolkata,Banglore,06:55,2h 35m,non-stop,No check-in baggage included,3841,21-05-2019 06:55,155,21-05-2019 09:30
4966,IndiGo,21-05-2019,Banglore,Delhi,08:30,2h 50m,non-stop,No info,4823,21-05-2019 08:30,170,21-05-2019 11:20
4967,Jet Airways,21-05-2019,Delhi,Cochin,11:30,7h 30m,1 stop,In-flight meal not included,12898,21-05-2019 11:30,450,21-05-2019 19:00
4968,Air India,21-05-2019,Delhi,Cochin,05:55,25h 45m,2 stops,No info,11911,21-05-2019 05:55,1545,22-05-2019 07:40
4969,Jet Airways,21-05-2019,Delhi,Cochin,02:15,16h 45m,1 stop,No info,16079,21-05-2019 02:15,1005,21-05-2019 19:00
4970,Air India,21-05-2019,Kolkata,Banglore,07:00,13h 25m,1 stop,No info,11096,21-05-2019 07:00,805,21-05-2019 20:25
4971,Vistara,21-05-2019,Delhi,Cochin,06:00,3h 10m,non-stop,No info,6741,21-05-2019 06:00,190,21-05-2019 09:10
4972,SpiceJet,21-05-2019,Kolkata,Banglore,08:35,8h 40m,1 stop,No info,6381,21-05-2019 08:35,520,21-05-2019 17:15
4973,Jet Airways,21-05-2019,Kolkata,Banglore,06:30,11h 45m,1 stop,In-flight meal not included,10844,21-05-2019 06:30,705,21-05-2019 18:15
4974,Jet Airways,21-05-2019,Delhi,Cochin,11:30,7h 30m,1 stop,No info,16079,21-05-2019 11:30,450,21-05-2019 19:00
4975,Jet Airways,21-05-2019,Delhi,Cochin,09:50,3h 15m,non-stop,No info,9564,21-05-2019 09:50,195,21-05-2019 13:05
4976,Air India,21-05-2019,Kolkata,Banglore,10:00,13h 15m,1 stop,No info,11936,21-05-2019 10:00,795,21-05-2019 23:15
4977,Air India,21-05-2019,Kolkata,Banglore,09:50,13h 25m,3 stops,No info,14960,21-05-2019 09:50,805,21-05-2019 23:15
4978,Jet Airways,21-05-2019,Banglore,Delhi,07:10,3h,non-stop,No info,7229,21-05-2019 07:10,180,21-05-2019 10:10
